Condition,Rater,Observation id,Subject,PND,Behavior,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Description
Single,Easton,105863_purple_F_16June2025,purple,10,LET GO,POINT,9.81,9.81,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_16June2025_J.MP4,"hard to tell if baby was trying to attach, as it was often on top of mom"
Single,Easton,105863_purple_F_16June2025,purple,10,PUP INITIATION,POINT,11.745,11.745,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_16June2025_J.MP4,"hard to tell if baby was trying to attach, as it was often on top of mom"
Single,Easton,105863_purple_F_16June2025,purple,10,FIRST ATTACHMENT,POINT,284.05,284.05,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_16June2025_J.MP4,"hard to tell if baby was trying to attach, as it was often on top of mom"
Single,Easton,105863_purple_F_16June2025,purple,10,SUCCESSFUL ATTACHMENT,STATE,284.05,288.955,4.905,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_16June2025_J.MP4,"hard to tell if baby was trying to attach, as it was often on top of mom"
Single,Easton,105863_purple_F_16June2025,purple,10,RESISTANCE,POINT,320.887,320.887,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_16June2025_J.MP4,"hard to tell if baby was trying to attach, as it was often on top of mom"
Single,Easton,105863_purple_F_20June2025,purple,14,LET GO,POINT,19.086,19.086,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/105863_purple_F_20June2025_N.MP4,
Single,Easton,105863_purple_F_20June2025,purple,14,PUP INITIATION,POINT,24.091,24.091,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/105863_purple_F_20June2025_N.MP4,
Single,Easton,105863_purple_F_20June2025,purple,14,FIRST ATTACHMENT,POINT,36.67,36.67,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/105863_purple_F_20June2025_N.MP4,
Single,Easton,105863_purple_F_20June2025,purple,14,SUCCESSFUL ATTACHMENT,STATE,36.67,331.328,294.658,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/105863_purple_F_20June2025_N.MP4,
Single,Easton,105863_purple_F_20June2025,purple,14,ACCEPTANCE,POINT,331.328,331.328,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/105863_purple_F_20June2025_N.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,LET GO,POINT,12.779,12.779,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,PUP INITIATION,POINT,18.418,18.418,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,27.628,27.628,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,114.815,114.815,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,119.987,119.987,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,FIRST ATTACHMENT,POINT,126.493,126.493,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,SUCCESSFUL ATTACHMENT,STATE,126.493,320.754,194.261,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,105863_purple_F_28June2025,purple,22,ACCEPTANCE,POINT,320.754,320.754,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/105863_purple_F_28June2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,LET GO,POINT,16.25,16.25,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,PUP INITIATION,POINT,60.16,60.16,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,UNSUCCESSFUL ATTACHMENT,POINT,83.85,83.85,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,UNSUCCESSFUL ATTACHMENT,POINT,88.088,88.088,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,UNSUCCESSFUL ATTACHMENT,POINT,98.298,98.298,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,UNSUCCESSFUL ATTACHMENT,POINT,142.142,142.142,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_07July2025,green,22,RESISTANCE,POINT,331.819,331.819,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_07July2025_V.MP4,
Single,Easton,Grey107_green_M_15July2025,green,30,LET GO,POINT,6.106,6.106,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_15July2025_D.MP4,
Single,Easton,Grey107_green_M_15July2025,green,30,PUP INITIATION,POINT,14.214,14.214,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_15July2025_D.MP4,
Single,Easton,Grey107_green_M_15July2025,green,30,UNSUCCESSFUL ATTACHMENT,POINT,15.249,15.249,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_15July2025_D.MP4,
Single,Easton,Grey107_green_M_15July2025,green,30,UNSUCCESSFUL ATTACHMENT,POINT,24.157,24.157,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_15July2025_D.MP4,
Single,Easton,Grey107_green_M_15July2025,green,30,RESISTANCE,POINT,322.556,322.556,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_15July2025_D.MP4,
Single,Easton,Grey107_green_M_17June2025,green,2,LET GO,POINT,7.574,7.574,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,MOM INITIATION,POINT,23.757,23.757,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,GUIDANCE,STATE,28.295,88.889,60.594,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,FIRST ATTACHMENT,POINT,90.19,90.19,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,SUCCESSFUL ATTACHMENT,STATE,90.19,329.629,239.439,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,GUIDANCE,STATE,101.468,108.875,7.407,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_17June2025,green,2,ACCEPTANCE,POINT,329.629,329.629,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_17June2025_B.MP4,mom kept itching and flailing about while baby was attached (unsure if guidance)
Single,Easton,Grey107_green_M_21June2025,green,6,LET GO,POINT,14.748,14.748,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,MOM INITIATION,POINT,30.464,30.464,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,GUIDANCE,STATE,58.525,93.46,34.935,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,FIRST ATTACHMENT,POINT,94.328,94.328,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,SUCCESSFUL ATTACHMENT,STATE,94.328,329.323,234.995,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,GUIDANCE,STATE,168.168,172.706,4.538,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_21June2025,green,6,ACCEPTANCE,POINT,329.323,329.323,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_21June2025_X.MP4,
Single,Easton,Grey107_green_M_25June2025,green,10,LET GO,POINT,27.461,27.461,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_25June2025_J.MP4,"Hard to tell when pup first attached, due to mom throwing herself on top on them"
Single,Easton,Grey107_green_M_25June2025,green,10,MOM INITIATION,POINT,40.874,40.874,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_25June2025_J.MP4,"Hard to tell when pup first attached, due to mom throwing herself on top on them"
Single,Easton,Grey107_green_M_25June2025,green,10,FIRST ATTACHMENT,POINT,142.909,142.909,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_25June2025_J.MP4,"Hard to tell when pup first attached, due to mom throwing herself on top on them"
Single,Easton,Grey107_green_M_25June2025,green,10,SUCCESSFUL ATTACHMENT,STATE,142.909,344.811,201.902,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_25June2025_J.MP4,"Hard to tell when pup first attached, due to mom throwing herself on top on them"
Single,Easton,Grey107_green_M_25June2025,green,10,ACCEPTANCE,POINT,344.811,344.811,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_green_M_25June2025_J.MP4,"Hard to tell when pup first attached, due to mom throwing herself on top on them"
Single,Easton,Grey107_green_M_29June2025,green,14,LET GO,POINT,17.184,17.184,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_29June2025_N.MP4,
Single,Easton,Grey107_green_M_29June2025,green,14,PUP INITIATION,POINT,28.862,28.862,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_29June2025_N.MP4,
Single,Easton,Grey107_green_M_29June2025,green,14,SUCCESSFUL ATTACHMENT,STATE,85.018,326.893,241.875,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_29June2025_N.MP4,
Single,Easton,Grey107_green_M_29June2025,green,14,FIRST ATTACHMENT,POINT,85.886,85.886,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_29June2025_N.MP4,
Single,Easton,Grey107_green_M_29June2025,green,14,RESISTANCE,POINT,326.693,326.693,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_green_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_07July2025,yellow,22,LET GO,POINT,10.811,10.811,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_07July2025_V.MP4,
Single,Easton,Grey107_yellow_M_07July2025,yellow,22,MOM INITIATION,POINT,29.096,29.096,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_07July2025_V.MP4,
Single,Easton,Grey107_yellow_M_07July2025,yellow,22,UNSUCCESSFUL ATTACHMENT,POINT,57.257,57.257,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_07July2025_V.MP4,
Single,Easton,Grey107_yellow_M_07July2025,yellow,22,UNSUCCESSFUL ATTACHMENT,POINT,74.508,74.508,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_07July2025_V.MP4,
Single,Easton,Grey107_yellow_M_07July2025,yellow,22,RESISTANCE,POINT,324.309,324.309,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_07July2025_V.MP4,
Single,Easton,Grey107_yellow_M_15July2025,yellow,30,LET GO,POINT,16.683,16.683,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_15July2025_D.MP4,
Single,Easton,Grey107_yellow_M_15July2025,yellow,30,PUP INITIATION,POINT,24.424,24.424,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_15July2025_D.MP4,
Single,Easton,Grey107_yellow_M_15July2025,yellow,30,UNSUCCESSFUL ATTACHMENT,POINT,193.56,193.56,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_15July2025_D.MP4,
Single,Easton,Grey107_yellow_M_15July2025,yellow,30,RESISTANCE,POINT,322.816,322.816,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_15July2025_D.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,LET GO,POINT,14.948,14.948,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,MOM INITIATION,POINT,21.989,21.989,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,GUIDANCE,STATE,30.764,47.547,16.783,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,FIRST ATTACHMENT,POINT,47.547,47.547,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,SUCCESSFUL ATTACHMENT,STATE,47.547,322.304,274.757,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_17June2025,yellow,2,ACCEPTANCE,POINT,322.304,322.304,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_17June2025_B.MP4,
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,LET GO,POINT,17.551,17.551,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,MOM INITIATION,POINT,50.05,50.05,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,GUIDANCE,STATE,52.352,57.457,5.105,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,UNSUCCESSFUL ATTACHMENT,POINT,57.457,57.457,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,FIRST ATTACHMENT,POINT,147.481,147.481,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,SUCCESSFUL ATTACHMENT,STATE,147.481,335.604,188.123,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_21June2025,yellow,6,ACCEPTANCE,POINT,335.604,335.604,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_21June2025_X.MP4,"Baby attached from on top of mom, lack of sound leads me to believe this was successful"
Single,Easton,Grey107_yellow_M_25June2025,yellow,10,LET GO,POINT,12.646,12.646,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_25June2025_J.MP4,
Single,Easton,Grey107_yellow_M_25June2025,yellow,10,PUP INITIATION,POINT,24.157,24.157,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_25June2025_J.MP4,
Single,Easton,Grey107_yellow_M_25June2025,yellow,10,FIRST ATTACHMENT,POINT,84.451,84.451,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_25June2025_J.MP4,
Single,Easton,Grey107_yellow_M_25June2025,yellow,10,SUCCESSFUL ATTACHMENT,STATE,84.451,327.794,243.343,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_25June2025_J.MP4,
Single,Easton,Grey107_yellow_M_25June2025,yellow,10,RESISTANCE,POINT,327.805,327.805,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey107_yellow_M_25June2025_J.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,LET GO,POINT,16.583,16.583,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,MOM INITIATION,POINT,25.025,25.025,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,UNSUCCESSFUL ATTACHMENT,POINT,51.418,51.418,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,UNSUCCESSFUL ATTACHMENT,POINT,66.733,66.733,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,UNSUCCESSFUL ATTACHMENT,POINT,90.591,90.591,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,UNSUCCESSFUL ATTACHMENT,POINT,112.245,112.245,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,FIRST ATTACHMENT,POINT,130.063,130.063,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,SUCCESSFUL ATTACHMENT,STATE,130.063,329.813,199.75,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey107_yellow_M_29June2025,yellow,14,RESISTANCE,POINT,329.813,329.813,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 2/Grey107_yellow_M_29June2025_N.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,LET GO,POINT,7.441,7.441,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,MOM INITIATION,POINT,12.279,12.279,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,GUIDANCE,STATE,38.639,62.596,23.957,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,FIRST ATTACHMENT,POINT,62.596,62.596,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,SUCCESSFUL ATTACHMENT,STATE,62.596,321.494,258.898,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,GUIDANCE,STATE,171.438,176.443,5.005,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_nc_F_17June2025,nc,2,ACCEPTANCE,POINT,321.494,321.494,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_nc_F_17June2025_B.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,LET GO,POINT,9.409,9.409,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,PUP INITIATION,POINT,12.679,12.679,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,16.016,16.016,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,SUCCESSFUL ATTACHMENT,STATE,26.193,87.521,61.328,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,FIRST ATTACHMENT,POINT,26.326,26.326,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,113.18,113.18,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,169.469,169.469,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,201.935,201.935,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,UNSUCCESSFUL ATTACHMENT,POINT,247.514,247.514,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,SUCCESSFUL ATTACHMENT,STATE,305.605,326.493,20.888,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_07July2025,purple,22,RESISTANCE,POINT,326.493,326.493,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_07July2025_V.MP4,
Single,Easton,Grey109_purple_F_15July2025,purple,30,LET GO,POINT,9.776,9.776,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_15July2025_D.MP4,
Single,Easton,Grey109_purple_F_15July2025,purple,30,PUP INITIATION,POINT,10.644,10.644,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_15July2025_D.MP4,
Single,Easton,Grey109_purple_F_15July2025,purple,30,SUCCESSFUL ATTACHMENT,STATE,284.017,329,44.983,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_15July2025_D.MP4,
Single,Easton,Grey109_purple_F_15July2025,purple,30,FIRST ATTACHMENT,POINT,284.251,284.251,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_15July2025_D.MP4,
Single,Easton,Grey109_purple_F_15July2025,purple,30,RESISTANCE,POINT,329,329,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_15July2025_D.MP4,
Single,Easton,Grey109_purple_F_21June2025,purple,6,LET GO,POINT,8.942,8.942,NA,C:/Users/easto/OneDrive/Desktop/BORIS 3QQ3/Real Vids 1/Grey109_purple_F_21June2025_X.MP4,
